,time,location,pressure,temperature_time,temperature,conductivity_time,conductivity,oxygen_time,oxygen,salinity_psu,oxygen_mlL,depth
0,2023-10-09 13:33:25,POINT(10.944363 53.996606),1179.504395,2023-10-09 13:33:25,15.158453,2023-10-09 13:33:25,20.5848827,2023-10-09 13:33:25,158.0,15.282776614623826,4.149082062498987,-1.6650439499999994
1,2023-10-09 13:33:26,POINT(10.944364 53.996609),1179.504395,2023-10-09 13:33:26,15.161931,2023-10-09 13:33:26,20.5841351,2023-10-09 13:33:26,159.0,15.28084091621339,4.175113790618535,-1.6650439499999994
2,2023-10-09 13:33:29,POINT(10.944368 53.996612),1161.193848,2023-10-09 13:33:29,15.1593056,2023-10-09 13:33:29,20.5781612,2023-10-09 13:33:29,160.0,15.28021474316562,4.211786258839157,-1.4819384799999988
3,2023-10-09 13:33:30,POINT(10.944376 53.996614),1115.41748,2023-10-09 13:33:30,15.1578159,2023-10-09 13:33:30,20.5789089,2023-10-09 13:33:30,160.0,15.289452797706108,4.237241929505466,-1.0241748000000006
4,2023-10-09 13:33:33,POINT(10.944412 53.996597),1029.968262,2023-10-09 13:33:33,15.1388588,2023-10-09 13:33:33,20.5647183,2023-10-09 13:33:33,160.0,15.300327488249431,4.286671496404348,-0.16968262000000095
5,2023-10-09 13:33:34,POINT(10.944417 53.996591),1033.02002,2023-10-09 13:33:34,15.1394997,2023-10-09 13:33:34,20.5654659,2023-10-09 13:33:34,160.0,15.300146649626377,4.284893663580209,-0.2002001999999993
6,2023-10-09 13:33:36,POINT(10.944422 53.996582),1083.374023,2023-10-09 13:33:36,15.141984,2023-10-09 13:33:36,20.5684528,2023-10-09 13:33:36,160.0,15.292688477232764,4.256444304919085,-0.7037402300000007
7,2023-10-09 13:33:37,POINT(10.944421 53.996581),1132.202148,2023-10-09 13:33:37,15.1432619,2023-10-09 13:33:37,20.5669594,2023-10-09 13:33:37,160.0,15.282362545186405,4.229209876047736,-1.1920214800000009
8,2023-10-09 13:33:39,POINT(10.944426 53.99658),1179.504395,2023-10-09 13:33:39,15.1431894,2023-10-09 13:33:39,20.5654659,2023-10-09 13:33:39,160.0,15.272859317954902,4.2030854736149985,-1.6650439499999994
9,2023-10-09 13:33:40,POINT(10.944424 53.996581),1210.021973,2023-10-09 13:33:40,15.1411314,2023-10-09 13:33:40,20.5662136,2023-10-09 13:33:40,160.0,15.268902868131352,4.186421916214322,-1.9702197299999988
10,2023-10-09 13:33:41,POINT(10.944424 53.99658),1254.272461,2023-10-09 13:33:41,15.1622877,2023-10-09 13:33:41,20.5975781,2023-10-09 13:33:41,160.0,15.278519916999308,4.160065349073551,-2.41272461
11,2023-10-09 13:33:43,POINT(10.944426 53.996574),1290.893555,2023-10-09 13:33:43,15.1630669,2023-10-09 13:33:43,20.5938435,2023-10-09 13:33:43,160.0,15.268818332869463,4.140151595722397,-2.7789355500000013
12,2023-10-09 13:33:44,POINT(10.944427 53.996574),1336.669922,2023-10-09 13:33:44,15.1821623,2023-10-09 13:33:44,20.6214752,2023-10-09 13:33:44,160.0,15.275966228475482,4.113486007683585,-3.23669922
13,2023-10-09 13:33:46,POINT(10.944425 53.996577),1370.239258,2023-10-09 13:33:46,15.1921711,2023-10-09 13:33:46,20.6237164,2023-10-09 13:33:46,160.0,15.268159629857184,4.094681981219312,-3.5723925800000007
14,2023-10-09 13:33:47,POINT(10.944425 53.996578),1414.489746,2023-10-09 13:33:47,15.2148762,2023-10-09 13:33:47,20.6438808,2023-10-09 13:33:47,160.0,15.26819444811648,4.069034782947518,-4.014897459999999
15,2023-10-09 13:33:48,POINT(10.944426 53.996578),1460.266113,2023-10-09 13:33:48,15.2381477,2023-10-09 13:33:48,20.7066097,2023-10-09 13:33:48,160.0,15.302146857507582,4.041852993158642,-4.472661129999999
16,2023-10-09 13:33:50,POINT(10.944427 53.996578),1489.257813,2023-10-09 13:33:50,15.2729054,2023-10-09 13:33:50,20.7334957,2023-10-09 13:33:50,159.0,15.305640765083874,3.998504417203075,-4.76257813
17,2023-10-09 13:33:51,POINT(10.944428 53.996578),1535.03418,2023-10-09 13:33:51,15.3050299,2023-10-09 13:33:51,20.8051872,2023-10-09 13:33:51,159.0,15.343387848246786,3.9710472586689396,-5.220341800000001
18,2023-10-09 13:33:53,POINT(10.944428 53.996577),1574.707031,2023-10-09 13:33:53,15.3979416,2023-10-09 13:33:53,20.9724693,2023-10-09 13:33:53,159.0,15.435826316443896,3.94112513129894,-5.617070309999999
19,2023-10-09 13:33:54,POINT(10.944429 53.996578),1618.95752,2023-10-09 13:33:54,15.5454226,2023-10-09 13:33:54,21.1875477,2023-10-09 13:33:54,158.0,15.544473988738877,3.880146206032698,-6.059575199999999
20,2023-10-09 13:33:55,POINT(10.944431 53.996578),1655.578613,2023-10-09 13:33:55,15.766058,2023-10-09 13:33:55,21.6229324,2023-10-09 13:33:55,155.0,15.801484370272542,3.766592158701526,-6.425786129999999
21,2023-10-09 13:33:57,POINT(10.944432 53.996579),1698.303223,2023-10-09 13:33:57,15.8588991,2023-10-09 13:33:57,22.6535111,2023-10-09 13:33:57,150.0,16.582061911267893,3.601142899815185,-6.853032229999999
22,2023-10-09 13:33:58,POINT(10.944432 53.996579),1744.07959,2023-10-09 13:33:58,15.7648544,2023-10-09 13:33:58,22.796896,2023-10-09 13:33:58,149.0,16.727543826685743,3.5586411997288594,-7.3107959000000005
23,2023-10-09 13:34:00,POINT(10.944432 53.996579),1774.597168,2023-10-09 13:34:00,15.7575102,2023-10-09 13:34:00,22.9425201,2023-10-09 13:34:00,147.0,16.842179796896133,3.494791091087157,-7.61597168
24,2023-10-09 13:34:01,POINT(10.944432 53.996579),1829.528809,2023-10-09 13:34:01,15.8540287,2023-10-09 13:34:01,23.0806789,2023-10-09 13:34:01,144.0,16.90320375264004,3.3914135144034403,-8.165288089999999
25,2023-10-09 13:34:02,POINT(10.944432 53.996579),1873.779297,2023-10-09 13:34:02,15.9546375,2023-10-09 13:34:02,23.3069592,2023-10-09 13:34:02,140.0,17.034752647701016,3.269316113486615,-8.60779297
26,2023-10-09 13:34:04,POINT(10.944432 53.996579),1914.978027,2023-10-09 13:34:04,15.8973579,2023-10-09 13:34:04,23.9895306,2023-10-09 13:34:04,136.0,17.599697085901568,3.1511467759658736,-9.019780270000002
27,2023-10-09 13:34:05,POINT(10.944432 53.996579),1943.969727,2023-10-09 13:34:05,15.8831072,2023-10-09 13:34:05,24.1105118,2023-10-09 13:34:05,134.0,17.697898062407592,3.091911688685736,-9.30969727
28,2023-10-09 13:34:07,POINT(10.944432 53.996579),1986.694336,2023-10-09 13:34:07,15.8984871,2023-10-09 13:34:07,24.2912369,2023-10-09 13:34:07,131.0,17.828802637500555,3.002453769018611,-9.73694336
29,2023-10-09 13:34:08,POINT(10.944432 53.996579),2024.841309,2023-10-09 13:34:08,15.8313036,2023-10-09 13:34:08,24.3113995,2023-10-09 13:34:08,130.0,17.86737781522247,2.9675346617508906,-10.118413089999999
30,2023-10-09 13:34:09,POINT(10.944432 53.996579),2079.772949,2023-10-09 13:34:09,15.8114634,2023-10-09 13:34:09,24.3173752,2023-10-09 13:34:09,129.0,17.8706699015657,2.9244466912866165,-10.667729490000001
31,2023-10-09 13:34:11,POINT(10.944432 53.996579),2113.342285,2023-10-09 13:34:11,15.7948017,2023-10-09 13:34:11,24.3487396,2023-10-09 13:34:11,129.0,17.89704845653706,2.9119412941869447,-11.003422850000002
32,2023-10-09 13:34:12,POINT(10.944432 53.996579),2165.222168,2023-10-09 13:34:12,15.7414064,2023-10-09 13:34:12,24.7423019,2023-10-09 13:34:12,127.0,18.22901726997931,2.844245768600226,-11.522221679999998
33,2023-10-09 13:34:13,POINT(10.944432 53.996579),2215.576172,2023-10-09 13:34:13,15.7707176,2023-10-09 13:34:13,24.8356514,2023-10-09 13:34:13,124.0,18.281903890268282,2.7562961336485374,-12.02576172
34,2023-10-09 13:34:15,POINT(10.944432 53.996579),2267.456055,2023-10-09 13:34:15,15.7758036,2023-10-09 13:34:15,24.852829,2023-10-09 13:34:15,123.0,18.28376948961168,2.7151301588394476,-12.544560550000002
