,time,location,pressure,temperature_time,temperature,conductivity_time,conductivity,oxygen_time,oxygen,salinity_psu,oxygen_mlL,depth
0,2023-10-09 13:10:52,POINT(10.966768 54.004081),1119.995117,2023-10-09 13:10:52,15.2344618,2023-10-09 13:10:52,20.684206,2023-10-09 13:10:52,157.0,15.344677822509496,4.147778773148282,-1.0699511699999993
1,2023-10-09 13:10:53,POINT(10.966762 54.004079),1115.41748,2023-10-09 13:10:53,15.2305603,2023-10-09 13:10:53,20.6804733,2023-10-09 13:10:53,159.0,15.343957805181034,4.203492125129357,-1.0241748000000006
2,2023-10-09 13:10:55,POINT(10.966748 54.004078),1115.41748,2023-10-09 13:10:55,15.2278633,2023-10-09 13:10:55,20.6759911,2023-10-09 13:10:55,160.0,15.341359133238,4.230214874903399,-1.0241748000000006
3,2023-10-09 13:10:56,POINT(10.966741 54.004076),1109.313965,2023-10-09 13:10:56,15.2252388,2023-10-09 13:10:56,20.6759911,2023-10-09 13:10:56,160.0,15.343444807608742,4.233788477062163,-0.9631396500000006
4,2023-10-09 13:10:57,POINT(10.96674 54.004076),1095.581055,2023-10-09 13:10:57,15.2245979,2023-10-09 13:10:57,20.6670303,2023-10-09 13:10:57,160.0,15.338854466506959,4.241654367439315,-0.825810550000001
5,2023-10-09 13:11:00,POINT(10.966741 54.00408),1135.253906,2023-10-09 13:11:00,15.2258759,2023-10-09 13:11:00,20.6812191,2023-10-09 13:11:00,160.0,15.342856687058195,4.219256393334028,-1.2225390599999992
6,2023-10-09 13:11:01,POINT(10.966747 54.004084),1147.460938,2023-10-09 13:11:01,15.2326851,2023-10-09 13:11:01,20.6804733,2023-10-09 13:11:01,160.0,15.337488958049063,4.212042346317877,-1.3446093799999994
7,2023-10-09 13:11:03,POINT(10.966753 54.004086),1148.986816,2023-10-09 13:11:03,15.2314806,2023-10-09 13:11:03,20.6812191,2023-10-09 13:11:03,160.0,15.338286162323332,4.21126906134207,-1.3598681600000009
8,2023-10-09 13:11:04,POINT(10.966763 54.004086),1147.460938,2023-10-09 13:11:04,15.234745,2023-10-09 13:11:04,20.6909275,2023-10-09 13:11:04,160.0,15.345169919353404,4.211678107306726,-1.3446093799999994
9,2023-10-09 13:11:06,POINT(10.966779 54.004081),1148.986816,2023-10-09 13:11:06,15.2333956,2023-10-09 13:11:06,20.6856995,2023-10-09 13:11:06,160.0,15.341182345789639,4.211040107475498,-1.3598681600000009
