,time,location,pressure,temperature_time,temperature,conductivity_time,conductivity,oxygen_time,oxygen,salinity_psu,oxygen_mlL,depth
0,2023-10-25 10:02:47,POINT(11.769272 54.177466),1234.436035,2023-10-25 10:02:47,12.4357748,2023-10-25 10:02:47,17.8418961,2023-10-25 10:02:47,168.0,14.007259966498486,4.657967106095717,-2.2143603499999993
1,2023-10-25 10:02:48,POINT(11.769268 54.177478),1243.591309,2023-10-25 10:02:48,12.4678078,2023-10-25 10:02:48,17.893425,2023-10-25 10:02:48,165.0,14.038024136620587,4.565347403869223,-2.305913089999999
2,2023-10-25 10:02:50,POINT(11.769258 54.177481),1235.961914,2023-10-25 10:02:50,12.4359207,2023-10-25 10:02:50,17.8695278,2023-10-25 10:02:50,165.0,14.030578455716991,4.573174994980287,-2.2296191399999996
3,2023-10-25 10:04:32,POINT(11.768592 54.177497),2711.486816,2023-10-25 10:04:32,13.1588564,2023-10-25 10:04:32,24.0791454,2023-10-25 10:04:32,141.0,18.764664490970652,3.072283403742694,-16.98486816
4,2023-10-25 10:04:35,POINT(11.768638 54.177556),2708.435059,2023-10-25 10:04:35,13.160305,2023-10-25 10:04:35,24.0806389,2023-10-25 10:04:35,141.0,18.765858584589477,3.0734243759033233,-16.95435059
5,2023-10-25 10:04:37,POINT(11.768641 54.17758),2621.459961,2023-10-25 10:04:37,13.052166,2023-10-25 10:04:37,23.8506279,2023-10-25 10:04:37,147.0,18.63744185469657,3.250863493312217,-16.08459961
6,2023-10-25 10:04:38,POINT(11.768636 54.177585),2563.476563,2023-10-25 10:04:38,13.034482,2023-10-25 10:04:38,23.7976036,2023-10-25 10:04:38,152.0,18.611889695548317,3.389195481298705,-15.504765630000001
7,2023-10-25 10:04:39,POINT(11.768628 54.177584),2499.389648,2023-10-25 10:04:39,13.0370178,2023-10-25 10:04:39,23.7759476,2023-10-25 10:04:39,154.0,18.604936810861254,3.4632158054486406,-14.86389648
8,2023-10-25 10:04:41,POINT(11.768599 54.177583),2415.466309,2023-10-25 10:04:41,13.0378141,2023-10-25 10:04:41,23.7550373,2023-10-25 10:04:41,153.0,18.603514475138137,3.4793916307148427,-14.024663089999999
9,2023-10-25 10:04:44,POINT(11.768559 54.177575),2278.137207,2023-10-25 10:04:44,12.9375143,2023-10-25 10:04:44,23.5556412,2023-10-25 10:04:44,157.0,18.507311408725485,3.6455441187260726,-12.651372070000003
10,2023-10-25 10:04:46,POINT(11.768546 54.177575),2119.445801,2023-10-25 10:04:46,12.73316,2023-10-25 10:04:46,23.1717892,2023-10-25 10:04:46,161.0,18.304552253771693,3.8384585058710843,-11.06445801
11,2023-10-25 10:04:48,POINT(11.768497 54.177583),2041.625977,2023-10-25 10:04:48,12.6996965,2023-10-25 10:04:48,23.1195126,2023-10-25 10:04:48,161.0,18.291054414866583,3.8813790966622355,-10.28625977
12,2023-10-25 10:04:51,POINT(11.76846 54.177579),1887.512207,2023-10-25 10:04:51,12.6811457,2023-10-25 10:04:51,23.0806789,2023-10-25 10:04:51,161.0,18.298215389093723,3.963263222119533,-8.74512207
13,2023-10-25 10:04:52,POINT(11.768453 54.177575),1824.951172,2023-10-25 10:04:52,12.6558867,2023-10-25 10:04:52,23.0216827,2023-10-25 10:04:52,161.0,18.271984669407896,3.9991258324992374,-8.11951172
14,2023-10-25 10:04:53,POINT(11.76846 54.177563),1750.183105,2023-10-25 10:04:53,12.6255302,2023-10-25 10:04:53,22.9365463,2023-10-25 10:04:53,162.0,18.22796946837517,4.067866132493291,-7.371831050000001
15,2023-10-25 10:04:55,POINT(11.768475 54.17754),1675.415039,2023-10-25 10:04:55,12.8780661,2023-10-25 10:04:55,22.9626846,2023-10-25 10:04:55,161.0,18.14779788434221,4.064986583200599,-6.62415039
16,2023-10-25 10:04:56,POINT(11.768484 54.177524),1617.431641,2023-10-25 10:04:56,12.9539852,2023-10-25 10:04:56,22.7528343,2023-10-25 10:04:56,161.0,17.943037481310295,4.095631827412217,-6.044316409999999
17,2023-10-25 10:04:59,POINT(11.76852 54.177503),1507.568359,2023-10-25 10:04:59,12.5353336,2023-10-25 10:04:59,21.5363026,2023-10-25 10:04:59,160.0,17.10122796918215,4.1867547673734675,-4.945683590000001
18,2023-10-25 10:05:00,POINT(11.768545 54.177485),1451.11084,2023-10-25 10:05:00,12.4019814,2023-10-25 10:05:00,21.1375122,2023-10-25 10:05:00,161.0,16.824643373380482,4.2635463936981095,-4.3811084000000005
19,2023-10-25 10:05:02,POINT(11.768552 54.177465),1393.127441,2023-10-25 10:05:02,12.2937183,2023-10-25 10:05:02,20.624464,2023-10-25 10:05:02,161.0,16.4364067159532,4.316577984037346,-3.801274410000001
