,time,location,pressure,temperature_time,temperature,conductivity_time,conductivity,oxygen_time,oxygen,salinity_psu,oxygen_mlL,depth
0,2023-10-25 09:28:05,POINT(11.780644 54.151123),1148.986816,2023-10-25 09:28:05,12.1345072,2023-10-25 09:28:05,21.9149284,2023-10-25 09:28:05,172.0,17.690898976917037,4.742260881805509,-1.3598681600000009
1,2023-10-25 09:28:06,POINT(11.78063 54.151131),1148.986816,2023-10-25 09:28:06,12.1358967,2023-10-25 09:28:06,21.9194107,2023-10-25 09:28:06,164.0,17.694214089596095,4.521468735635959,-1.3598681600000009
2,2023-10-25 09:28:08,POINT(11.780615 54.151121),1155.090332,2023-10-25 09:28:08,12.1356773,2023-10-25 09:28:08,21.9171696,2023-10-25 09:28:08,164.0,17.691000147326672,4.517893365385905,-1.4209033199999999
3,2023-10-25 09:28:09,POINT(11.780798 54.150945),1152.038574,2023-10-25 09:28:09,12.1324558,2023-10-25 09:28:09,21.9179153,2023-10-25 09:28:09,164.0,17.693823252328002,4.519951909563008,-1.3903857399999993
4,2023-10-25 09:28:10,POINT(11.780778 54.150932),1156.616211,2023-10-25 09:28:10,12.1330414,2023-10-25 09:28:10,21.9223976,2023-10-25 09:28:10,163.0,17.69651003591196,4.48951433099554,-1.4361621100000002
5,2023-10-25 09:28:12,POINT(11.780829 54.150903),1153.564453,2023-10-25 09:28:12,12.1200771,2023-10-25 09:28:12,21.9246349,2023-10-25 09:28:12,164.0,17.7051809950535,4.519843693763797,-1.4056445299999996
6,2023-10-25 09:28:13,POINT(11.780809 54.150914),1158.14209,2023-10-25 09:28:13,12.2132711,2023-10-25 09:28:13,21.9955826,2023-10-25 09:28:13,163.0,17.72350659806289,4.480538008374299,-1.4514209000000005
7,2023-10-25 09:28:14,POINT(11.780808 54.150926),1162.719727,2023-10-25 09:28:14,12.2141495,2023-10-25 09:28:14,22.0388966,2023-10-25 09:28:14,163.0,17.760305498324243,4.476683173954856,-1.4971972699999991
8,2023-10-25 09:28:16,POINT(11.780762 54.150947),1156.616211,2023-10-25 09:28:16,12.1509104,2023-10-25 09:28:16,22.0127602,2023-10-25 09:28:16,163.0,17.76803771045777,4.48586769551136,-1.4361621100000002
9,2023-10-25 09:28:17,POINT(11.780739 54.150962),1162.719727,2023-10-25 09:28:17,12.2029543,2023-10-25 09:28:17,22.0426312,2023-10-25 09:28:17,163.0,17.768815627506857,4.477459572377032,-1.4971972699999991
10,2023-10-25 09:28:19,POINT(11.780689 54.150977),1185.60791,2023-10-25 09:28:19,12.4211807,2023-10-25 09:28:19,22.2666702,2023-10-25 09:28:19,162.0,17.859288808378725,4.414369928832445,-1.7260790999999995
11,2023-10-25 09:28:20,POINT(11.780689 54.150972),1171.875,2023-10-25 09:28:20,12.3681746,2023-10-25 09:28:20,22.2704029,2023-10-25 09:28:20,162.0,17.890343075019352,4.426341219722996,-1.58875
12,2023-10-25 09:28:21,POINT(11.780725 54.150956),1179.504395,2023-10-25 09:28:21,12.3412209,2023-10-25 09:28:21,22.2248478,2023-10-25 09:28:21,162.0,17.86119437868765,4.425050632280033,-1.6650439499999994
13,2023-10-25 09:28:23,POINT(11.780765 54.150918),1174.926758,2023-10-25 09:28:23,12.3308458,2023-10-25 09:28:23,22.2547207,2023-10-25 09:28:23,161.0,17.89334524148901,4.400458904675202,-1.6192675800000007
14,2023-10-25 09:28:24,POINT(11.780763 54.150898),1190.185547,2023-10-25 09:28:24,12.423955,2023-10-25 09:28:24,22.3002739,2023-10-25 09:28:24,162.0,17.886506963453957,4.410672713838224,-1.7718554700000004
